funcName,label,fileName,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn,app
horizontalAccumulateF,0,tif_pixarlog.c,5,22,5,16,77,103,0,0,3,0,1,0,6,8,11,2,libtiff
horizontalDifference16,0,tif_pixarlog.c,5,22,5,18,93,100,0,0,3,16,1,0,6,8,11,0,libtiff
horizontalDifference8,1,tif_pixarlog.c,5,22,5,18,93,111,0,0,3,16,1,0,6,8,11,0,libtiff
horizontalDifferenceF,0,tif_pixarlog.c,5,144,117,19,136,188,10,0,3,16,1,0,6,8,107,0,libtiff
inflate,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
inflateEnd,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
inflateInit_,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
inflateReset,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
inflateSync,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
InitCCITTFax3,0,tif_fax3.c,1,12,0,9,39,84,0,40,0,8,4,2,2,0,3,0,libtiff
initCIELabConversion,0,tif_getimage.c,1,19,0,12,23,55,2,11,0,6,1,0,3,0,6,0,libtiff
initYCbCrConversion,0,tif_getimage.c,1,21,0,16,33,63,4,12,0,7,1,0,4,1,8,0,libtiff
isCCITTCompression,0,tif_getimage.c,1,15,0,7,5,31,1,36,0,1,1,0,0,4,6,0,libtiff
L16fromY,0,tif_luv.c,3,6,0,11,8,32,2,6,1,1,2,0,1,0,2,1,libtiff
L16toGry,0,tif_luv.c,3,14,0,14,10,47,2,6,1,2,0,0,3,0,6,1,libtiff
L16toY,0,tif_luv.c,3,6,0,11,8,30,2,6,1,1,3,0,1,0,2,1,libtiff
lfind,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
libport_dummy_function,0,dummy.c,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
log,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
LogL10fromY,0,tif_luv.c,2,0,0,15,8,1,0,0,0,2,1,0,2,0,0,0,libtiff
LogL10toY,0,tif_luv.c,1,0,0,10,5,1,0,0,0,1,1,0,1,0,0,0,libtiff
LogL16Decode,1,tif_luv.c,4,46,15,15,48,138,8,42,1,7,0,0,7,11,20,0,libtiff
LogL16Encode,0,tif_luv.c,4,63,299,16,86,163,11,42,1,7,0,0,17,20,34,6,libtiff
LogL16fromY,0,tif_luv.c,2,0,0,14,12,1,0,0,0,4,2,0,4,0,0,0,libtiff
LogL16GuessDataFmt,0,tif_luv.c,1,18,0,8,100,35,0,6,0,1,1,4,1,6,9,0,libtiff
LogL16InitState,0,tif_luv.c,1,32,0,13,30,78,0,46,0,9,2,2,3,5,13,0,libtiff
LogL16toY,0,tif_luv.c,1,0,0,11,8,1,2,0,0,1,3,0,2,0,0,0,libtiff
LogLuv24fromXYZ,0,tif_luv.c,2,0,0,10,18,1,5,0,1,3,1,0,2,0,0,0,libtiff
LogLuv24toXYZ,0,tif_luv.c,2,0,0,9,21,1,7,0,1,2,2,0,2,0,0,0,libtiff
LogLuv32fromXYZ,0,tif_luv.c,2,0,0,10,25,1,6,0,1,3,1,0,5,0,0,0,libtiff
LogLuv32toXYZ,0,tif_luv.c,2,0,0,9,17,1,6,0,1,1,2,0,1,0,0,0,libtiff
LogLuvCleanup,0,tif_luv.c,1,8,0,10,9,19,0,40,0,2,0,0,2,1,2,0,libtiff
LogLuvClose,0,tif_luv.c,1,5,0,8,6,19,0,42,0,0,0,0,1,1,2,0,libtiff
LogLuvDecode24,0,tif_luv.c,4,35,1,11,34,100,5,42,1,6,0,0,3,7,10,0,libtiff
LogLuvDecode32,0,tif_luv.c,4,46,15,15,49,138,8,42,1,7,0,0,7,11,20,0,libtiff
LogLuvDecodeStrip,0,tif_luv.c,4,22,0,9,10,41,1,36,1,3,0,0,1,2,3,0,libtiff
LogLuvDecodeTile,0,tif_luv.c,4,22,0,9,10,41,1,36,1,3,0,0,1,2,3,0,libtiff
LogLuvEncode24,0,tif_luv.c,4,35,1,12,38,94,5,42,1,6,0,0,4,5,10,3,libtiff
LogLuvEncode32,0,tif_luv.c,4,63,299,16,86,160,11,42,1,7,0,0,17,20,34,6,libtiff
LogLuvEncodeStrip,0,tif_luv.c,4,22,0,10,10,41,1,36,1,3,0,0,1,2,3,0,libtiff
LogLuvEncodeTile,0,tif_luv.c,4,22,0,10,10,41,1,36,1,3,0,0,1,2,3,0,libtiff
LogLuvGuessDataFmt,0,tif_luv.c,1,44,0,8,124,50,1,6,0,1,1,4,4,14,21,0,libtiff
LogLuvInitState,0,tif_luv.c,1,43,0,13,37,89,0,46,0,10,2,2,4,8,18,0,libtiff
LogLuvSetupDecode,0,tif_luv.c,1,45,0,12,55,71,0,46,0,4,0,0,7,8,21,0,libtiff
LogLuvSetupEncode,0,tif_luv.c,1,53,0,12,60,72,0,46,0,5,0,0,8,9,21,0,libtiff
LogLuvVGetField,0,tif_luv.c,3,9,0,9,21,41,0,42,0,1,0,0,1,2,4,0,libtiff
LogLuvVSetField,0,tif_luv.c,3,50,0,11,42,91,2,42,0,12,0,0,4,9,22,0,libtiff
lseek,0,unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,libtiff
lseek,0,tif_acorn.c,3,0,0,12,21,1,0,0,0,4,6,2,1,0,0,0,libtiff
Luv24fromLuv48,0,tif_luv.c,3,25,0,18,21,79,2,6,1,3,0,0,5,2,11,1,libtiff
Luv24fromXYZ,0,tif_luv.c,3,6,0,10,10,31,2,6,1,1,1,0,1,0,2,1,libtiff
Luv24toLuv48,0,tif_luv.c,3,12,0,12,17,53,2,6,1,1,0,0,2,0,4,3,libtiff
Luv24toRGB,0,tif_luv.c,3,10,0,10,12,39,2,6,1,2,0,0,1,0,3,0,libtiff
Luv24toXYZ,0,tif_luv.c,3,6,0,9,11,27,2,6,1,1,2,0,1,0,2,0,libtiff
Luv32fromLuv48,0,tif_luv.c,3,15,2,16,17,67,2,6,1,2,0,0,3,0,7,2,libtiff
Luv32fromXYZ,0,tif_luv.c,3,6,0,10,10,31,2,6,1,1,1,0,1,0,2,1,libtiff
Luv32toLuv48,0,tif_luv.c,3,6,4,12,15,47,2,6,1,0,0,0,1,0,4,3,libtiff
Luv32toRGB,0,tif_luv.c,3,10,0,10,12,39,2,6,1,2,0,0,1,0,3,0,libtiff
Luv32toXYZ,0,tif_luv.c,3,6,0,10,10,28,2,6,1,1,2,0,1,0,2,0,libtiff
LZWCleanup,0,tif_lzw.c,1,12,0,13,11,18,0,36,0,8,0,0,3,0,3,0,libtiff
LZWDecode,1,tif_lzw.c,4,88,294,16,158,223,10,51,1,11,0,0,25,36,49,6,libtiff
LZWDecodeCompat,1,tif_lzw.c,4,79,2310,14,139,199,9,51,1,9,0,0,21,26,38,6,libtiff
LZWEncode,1,tif_lzw.c,4,181,1267,18,121,199,12,38,1,13,0,0,15,17,31,0,libtiff
LZWPostEncode,0,tif_lzw.c,1,115,0,9,23,65,5,37,0,4,0,0,3,5,5,1,libtiff
